Gene	Alias
APOBEC3B	PHRBNL,FLJ21201
RHOG	MGC125835,ARHG,MGC125836
DEDD	FLDED1,KE05,CASP8IP1,DEDD1,DEFT
ALCAM	MEMD,CD166
FCER2	FCE2,CD23,CD23A,CLEC4J
FGD2	ZFYVE4
HTR2A	HTR2,5-HT2A
HAO2	GIG16,HAOX2
KRI1	FLJ12949
EED	WAIT-1,HEED
SEC23B	CDA-II,CDAN2,CDAII,HEMPAS
ZNF620	MGC50836
SEC22B	ERS-24,SEC22L1
CD5L	API6,Spalpha
SDHAF1	LYRM8
PRPF38B	NET1,FLJ10330
BOP1	KIAA0124
ACSL4	ACS4,FACL4,MRX68,MRX63,LACS4
ACLY	ACL,ATPCL,CLATP
ITPA	C20orf37,dJ794I6.3,HLC14-06-P
TFAP2A	TFAP2,AP-2,AP2TF
TNRC6B	KIAA1093
SRSF2	PR264,SFRS2,SC35,SFRS2A,SC-35
UCHL1	PARK5,Uch-L1,PGP9.5
NPEPL1	FLJ11583,bA261P9.2
GSPT1	GST1,ETF3A,eRF3a
HES7	bHLHb37
SERPINB1	anti-elastase,PI2,ELANH2,EI
HAUS6	FAM29A,dgt6,KIAA1574,FLJ20060
PLXNA4	DKFZp434G0625PRO34003,PLXNA4A,KIAA1550,PLXNA4B,FAYV2820
CRHBP	CRF-BP,CRFBP
ATP4A	ATP6A
PANX3	Px3
DYNLT3	TCTEX1L,TCTE1L
TGIF1	TGIF,HPE4
TTC39B	FLJ33868,C9orf52
AKAP17A	CCDC133,CXYorf3,SFRS17A,721P,XE7,MGC39904,XE7Y,DXYS155E
ATP1A4	ATP1AL2
TRIO	ARHGEF23
VLDLR	VLDLRCH,CARMQ1,CHRMQ1
THEMIS2	Icb-1,ICB-1,C1orf38
SIRT4	SIR2L4
ZSCAN4	FLJ35105,ZNF494
ISOC2	FLJ23469
BLM	RECQ2,RECQL3,BS
NAGS	ARGA,AGAS,NAT7
CAPN15	SOLH
KIAA0430	MARF1
GPR37L1	ETBR-LP-2
CCDC28B	RP4-622L5.5,MGC1203
SPP1	OPN,ETA-1,BSPI,BNSP
SELENBP1	LPSB,hSP56,hSBP
SEPT12	SEPTIN12
ZNFX1	KIAA1404,FLJ11277
COLGALT2	GLT25D2,C1orf17,KIAA0584
CLEC17A	FLJ45910
SPDL1	hSpindly,FLJ20364,CCDC99
WDR70	FLJ10233
PPM1F	CAMKP,CaMKPase,POPX2,KIAA0015,FEM-2
PRDM12	PFM9
RALY	P542,HNRPCL2
MDN1	KIAA0301,Rea1
RBM19	Mrd1,KIAA0682,DKFZp586F1023
SLC25A22	GC1,FLJ13044,NET44,EIEE3
CDH13	CDHH
ACTA1	ACTA,NEM3
ZXDC	FLJ13861,MGC11349
GGTLC1	GGTLA4,dJ831C21.1,GGTLA3,dJ831C21.2
PPAN	SSF2,BXDC3,SSF1,SSF
BAK1	BAK,CDN1,BCL2L7
BTNL8	FLJ21458,BTN9.2
UBAP2	FLJ22435,bA176F3.5,KIAA1491
KIFC1	KNSL2,HSET
MYC	c-Myc,MYCC,bHLHe39
TCP10	TCP10L3
ACN9	SDHAF3
PASK	STK37,PASKIN,KIAA0135
PCDHB5	DKFZp586B0217,PCDH-BETA5
TLR9	CD289
WFS1	DFNA14,DFNA6,WFS,DIDMOAD,DFNA38
SMYD2	KMT3C,HSKM-B,ZMYND14
C19orf68	ZSWIM9
ZNF573	FLJ30921
DEFB105A	DEFB105,DEFB-5
SLC22A11	OAT4
DMKN	ZD52F10
ARHGAP5	p190BRhoGAP,RhoGAP5,p190-B,GFI2
NUDT16	FLJ31265
CSN3	CSN10
SPATA18	FLJ32906
HAVCR1	HAVCR-1,CD365,TIM1,HAVCR,TIM-1,KIM1,TIMD1
LIMA1	EPLIN
CSNK2A3	CSNK2A1P
PLEKHG7	FLJ46688,C12orf74
KCNJ3	Kir3.1,KGA,GIRK1
USP40	FLJ10785
ABHD17C	FAM108C1
FGF1	ECGF-beta,FGF-alpha,HBGF1,ECGFB,ECGF,ECGFA,FGFA,AFGF,GLIO703
C4orf32	FAM241A
SULT1A3	TL-PST,STM
AP1G1	ADTG,CLAPG1
CRELD1	AVSD2,CIRRIN
VPS37C	FLJ20847
TAB3	MAP3K7IP3
PAXBP1	GCFC1,GCFC,C21orf66,fSAP105
SPDEF	PDEF,bA375E1.3
CCDC40	KIAA1640,FLJ32021,CILD15,CFAP172,FAP172,FLJ20753
AKR1C3	PGFS,HAKRB,HSD17B5,KIAA0119,DDX
IFI6	G1P3,IFI-6-16,FAM14C,IFI616,6-16
MYCN	N-myc,MYCNOT,NMYC,bHLHe37
FAM177A1	C14orf24
EXOSC10	p3,Rrp6p,PM/Scl-100,PM-Scl,p2,RRP6,PMSCL2,p4
TRPM7	CHAK1,TRP-PLIK,LTRPC7
NCAPD2	CNAP1,KIAA0159,CAP-D2,hCAP-D2
SAT1	SSAT,SAT
MAP1LC3B2	ATG8G
RUNDC1	DKFZp761H0421
FAM171B	FLJ34104,KIAA1946
CD300LF	IREM1,IGSF13,NKIR,CD300f,CLM1
KCNV2	Kv8.2
MSX2	HOX8,CRS2,PFM,PFM1,MSH,FPP
MAP2K3	MEK3,MKK3,PRKMK3,MAPKK3
HIST2H4B	H4C15
GSG1	MGC3146
INSIG1	MGC1405,CL-6
ZNF563	FLJ34797
RNF181	HSPC238
MED21	SURB7,SRB7
OR6B3	OR6B3P,OR6B3Q
TSHZ3	TSH3,ZNF537,KIAA1474
SH3YL1	Ray,DKFZP586F1318
ABCG4	WHITE2
MINA	RIOX2
TMEM167B	FLJ90710,C1orf119,AD-020
SPAM1	SPAG15,HYAL5,PH-20
GOLGA1	golgin-97,MGC33154
OPALIN	TMEM10,HTMP10,TMP10
CSF1	M-CSF,MCSF,MGC31930
ATP2A2	DAR,SERCA2,ATP2B
SLC19A2	TRMA,THTR1
TMEM63C	C14orf171,DKFZp434P0111,CSC1,hsCSC1
CCDC148	MGC125588
ALKBH7	MGC10974,SPATA11
TRABD2B	TIKI2
GORASP2	GRS2,GOLPH6,GRASP55
SRCIN1	KIAA1684,SNIP,p140Cap
GRK7	GPRK7
STAC	STAC1
CCDC96	FLJ90575
IPP	KLHL27
MAMDC4	AEGP,EDTB,DKFZp434M1411
KAZN	KAZRIN,C1orf196,KIAA1026,FLJ43806
ZNF770	FLJ20582,PRO1914
DDC	AADC
PCYOX1L	MGC3265
DLG5	P-dlg,KIAA0583
NPPC	CNP
MOCOS	MOS,FLJ20733,HMCS
MBNL1	EXP40,MBNL,EXP42,EXP,EXP35,KIAA0428
CASZ1	SRG,ZNF693,castor,cst,FLJ20321
HIST1H3J	H3C12,H3FJ
UPP2	UDRPASE2,UPASE2,UP2
TGM2	TGC
NUCB2	NEFA
C2orf47	MAIP1
MNAT1	RNF66,MAT1
CAMK2D	CAMKD
GATB	PET112,PET112L
PCDHGA5	ME3,PCDH-GAMMA-A5,CDH-GAMMA-A5
SERTAD3	RBT1
DIO1	TXDI1
TPRN	FLJ90254,C9orf75,DFNB79
GLRA2	GLR
ATAD5	ELG1,FRAG1,C17orf41,FLJ12735
HSH2D	FLJ14886,HSH2,ALX
PCGF1	MGC10882,NSPC1,RNF68
TCF7L1	TCF3
SMAD7	MADH8,MADH7
CYP2F1	CYP2F
EFHD1	FLJ13612
GM2A	SAP-3
FAM83A	MGC14128,BJ-TSA-9
CCL26	IMAC,eotaxin-3,SCYA26,TSC-1,MIP-4a,MIP-4alpha
AP3B2	NAPTB
ALKBH8	TRMT9A,TRM9,MGC10235
ZNF180	HHZ168
LCE1A	LEP1
SERF2	FAM2C,H4F5rel,4F5REL,HsT17089
TRIB2	TRB2,GS3955
LPAR6	P2Y5,P2RY5
OR1L6	OR1L7
MPHOSPH10	CT90,MPP10P,PPP1R106,MPP10
AGAP6	CTGLF3,bA324H6.1
PPP3CA	CALNA,CALN,CNA1,PPP2B
ZFAND1	FLJ14007
SEMA4D	CD100,C9orf164,FLJ39737,SEMAJ,coll-4
CDHR3	CDH28,FLJ23834,FLJ44366
EPPIN	WFDC7,SPINLW1,dJ461P17.2,EPPIN3,EPPIN1,EPPIN2,CT71,WAP7
C5orf42	CPLANE1
CYP4V2	CYP4AH1
CD81	TAPA-1,TAPA1,TSPAN28
ALAS2	ASB
MORF4L2	MRGX,KIAA0026
C9orf142	PAXX
ATP5G2	ATP5MC2
SLC10A4	MGC29802
TMUB2	MGC3123
IFNL2	IL28A,IL-28A
GLE1	hGLE1,GLE1L,LCCS1
MPV17L2	FKSG24,MGC12972
STAG1	SA1,SCC3A,SA-1
ATMIN	KIAA0431,ZNF822,ASCIZ
PDIA5	PDIR,FLJ30401
HSPD1	GroEL,SPG13,HSP60
CFDP1	CP27,p97,CENP-29,Yeti,SWC5,BCNT
HVCN1	MGC15619,VSOP,Hv1
YPEL3	MGC10500
SUPT4H1	Supt4a,SUPT4H,SPT4H,Spt4
TMPRSS11E	DESC1,TMPRSS11E2
ZFP1	ZNF475,FLJ34243
PAPSS1	PAPSS,ATPSK1
ALOX15	15-LOX-1
DIS3	KIAA1008,EXOSC11,dis3p,RRP44
VGLL3	VGL-3
GPX4	MCSP,PHGPx
TIFA	TIFAA,T2BP,MGC20791,T6BP
DAPP1	BAM32
DHRS1	MGC20204,FLJ25430,SDR19C1
CCDC149	DKFZp761B107
PNO1	KHRBP1,RRP20
SPATA6	SRF-1,FLJ10007,SRF1
ADRB2	B2AR,BAR,ADRB2R,ADRBR
SCG3	FLJ90833,SgIII
FAM217A	MGC43581,C6orf146
SPZ1	NYD-TSP1,PPP1R148,FLJ25709
F11R	JAM-A,CD321,PAM-1,JAM-1,JAM1,JCAM,JAMA
RASEF	FLJ31614,RAB45
CEP41	JBTS15,FLJ22445,TSGA14,DKFZp762H1311
TMEM150A	FLJ90024,TMEM150,TM6P1,TTN1
CSNK1D	CKID,HCKID,CKIdelta
CIRBP	CIRP
HIST2H3A	H3C15
TMEM169	FLJ34263
NNAT	Peg5
SNRPG	Sm-G
INPP4A	INPP4
CCNJ	bA690P14.1,FLJ10895
MDK	MK,NEGF2,FLJ27379
GTF2I	BTKAP1,TFII-I,SPIN,IB291,BAP-135,DIWS,WBSCR6
TTK	CT96,MPS1,MPS1L1,MPH1
ADH1C	ADH3
OPN5	TMEM13,neuropsin,dJ402H5.1
GRIK5	GRIK2,KA2,GluK5
LRRC4B	HSM,LRIG4,DKFZp761A179
TNFRSF10C	DcR1,CD263,LIT,TRAILR3,TRID
FHL1	FLH1A,SLIM1,KYO-T,FHL1B,bA535K18.1,XMPMA,MGC111107
BDP1	TAF3B1,KIAA1241,TFC5,TFIIIB150,TFIIIB90,HSA238520,TFNR,KIAA1689
MAGEB2	CT3.2,DAM6,MAGE-XP-2,MGC26438
MCM10	DNA43,PRO2249,CNA43
WDR4	TRM82,TRMT82
KRTAP10-7	KRTAP18-7,KAP10.7,KAP18.7
PRSS50	TSP50,CT20
PIK3CB	PIK3C1
APH1A	APH-1A,CGI-78
CFAP44	FLJ11142,WDR52
KDM2A	FLJ00115,JHDM1A,LILINA,DKFZP434M1735,FBL7,FBL11,FBXL11,CXXC8,KIAA1004
SLC35G5	AMAC,AMAC1L2
APCDD1L	FLJ90166
DBNDD2	HSMNP1,C20orf35
FAM92A1	FAM92A,CIBAR1
TCF15	EC2,PARAXIS,bHLHa40
CCDC176	C14orf45,BBOF1
GFRAL	C6orf144,bA360D14.1,GRAL,UNQ9356
ANKRD40	MGC15396
HMBOX1	PBHNF,HOT1,FLJ21616,HNF1LA
GEMIN4	DKFZP434D174,p97,HCAP1,DKFZP434B131,HC56,HHRF-1
AKIP1	BCA3,C11orf17
HAUS4	C14orf94,FLJ20424
SVEP1	bA427L11.3,POLYDOM,FLJ13529,C9orf13
VEZT	DKFZP761C241
MED15	PCQAP,TIG-1,CAG7A,Arc105,TNRC7
TECPR2	KIAA0329
SLC27A2	VLCS,VLACS,hFACVL1,HsT17226,FATP2,FACVL1,ACSVL1
WT1	WAGR,NPHS4,AWT1,WIT-2,GUD
FBXO45	Fbx45
RELL2	C5orf16,FLJ90583
UBL4B	FLJ25690
RNF4	RES4-26,SLX5,SNURF
ZFR2	KIAA1086
FAM131B	KIAA0773
DHRS7B	CGI-93,MGC8916,DKFZp566O084,SDR32C1
POU2F1	OTF1,OCT1
FBXO7	FBX7,PARK15,Fbx
CRYBG3	DKFZp667G2110
SPERT	CBY2
KRT25	KRT25A
ANKRD23	FLJ32449,MARP3,DARP
FCGR2A	CD32A,CD32,IGFR2,FCGR2,FCGR2A1,CDw32,FCG2
TOR4A	C9orf167,FLJ20245
NUTM2B	bA119F19.1,FAM22B
POLQ	POLH
PML	TRIM19,RNF71,MYL
COL6A5	VWA4,COL29A1,FLJ35880
ZBTB7C	ZNF857C,ZBTB36
TADA2A	ADA2,hADA2,ADA2A,TADA2L
LSM5	YER146W
INTS9	FLJ10871,RC-74,CPSF2L
PTPN4	PTPMEG
DPCR1	MUCL3
ZNF277	NRIF4,ZNF277P
SEMA7A	SEMAL,H-Sema-L,CD108
CLDN17	MGC126554,MGC126552
COG6	KIAA1134,COD2
PCSK7	LPC,PC8,SPC7,PC7
OR10A3	HTPCRX12,HSHTPCRX12
PMEL	gp100,Pmel17,SIL,SI,D12S53E,SILV
PCNXL3	PCNX3
TRMT2B	CXorf34,FLJ12687
TSR1	FLJ10534
ARHGEF19	FLJ33962,WGEF
VCPIP1	KIAA1850,DUBA3,VCIP135,FLJ23132
SLFNL1	FLJ23878
CCDC6	PTC,D10S170,H4,TST1,TPC
IL1F10	IL-1F10,IL1-theta,MGC11983,MGC119833,MGC119832,FKSG75,IL-1HY2
RAB31	Rab22B
NOL12	RRP17,Nop25,MGC3731
EEF1E1	AIMP3,P18
COG1	LDLB,KIAA1381
IRAK1BP1	AIP70,SIMPL
ATP6V0D2	VMA6,ATP6D2,FLJ38708
C1orf101	CATSPERE
TRMT1	FLJ20244,TRM1
RSPO4	dJ824F16.3,C20orf182
EXOC3	SEC6L1,Sec6p
ABCA6	EST155051
GTPBP1	HSPC018,GP-1
WDR43	NET12,UTP5,KIAA0007
HNRNPK	CSBP,HNRPK,TUNP
SLC16A12	MCT12
TMBIM4	GAAP,S1R,CGI-119,LFG4,ZPRO
CASP1	IL1BC,ICE
CRP	PTX1
MAFK	NFE2U,P18
PGBD4	FLJ37497,FLJ32638
TRIM25	ZNF147,EFP,RNF147
BRK1	C3orf10,HSPC300,MDS027
PSD2	EFA6C,DKFZp761B0514
ROBO1	DUTT1,FLJ21882,SAX3
PDHB	PDHE1B
BAIAP2	WAML,IRSp53,BAP2
POMP	HSPC014,UMP1,C13orf12
NGFRAP1	BEX3
C10orf105	FLJ00245
NTPCR	MGC13186,HCR-NTPase,THEP1,C1orf57
IRF2BPL	KIAA1865,C14orf4,EAP1
NTSR1	NTR
PKHD1	TIGM1,FCYT,FPC,ARPKD
SWSAP1	C19orf39,SWS1AP1,FLJ35119,ZSWIM7AP1
SDF2L1	AP000553.C22.4,OTTHUMT00000075032
C1QTNF9	MGC48915,CTRP9,C1QTNF9A,AQL1
GTF2H1	BTF2,TFIIH,P62
SMR3B	PRL3,P-B,PROL3
HOXD11	HOX4,HOX4F
UGT3A1	FLJ34658
CREB3	sLZIP,LZIP,Luman
MIOS	Yulink,Sea4,FLJ20323,MIO
SMCR8	FLJ34716,DENND8A
KCNN2	hSK2,KCa2.2
CDCA3	GRCC8,TOME-1
EFCC1	C3orf73,FLJ12057,CCDC48
NLGN4X	HLNX,NLGN4,NLGN,KIAA1260
AGPAT5	LPAAT-epsilon,LPAAT-e,FLJ11210
ZNF460	HZF8,ZNF272
LINC00493	SMIM26
SYNJ2	INPP5H
STRBP	ILF3L,SPNR,FLJ11307
ZNF3	Zfp113,PP838,FLJ20216,HF.12,KOX25,A8-51
ZNF514	FLJ14457
COMMD5	FLJ13008,HCaRG,HT002
PTPRO	PTP-oc,NPHS6,PTPU2,GLEPP1,PTP-U2
PAK7	PAK5
SMIM10	CXorf69
LAGE3	ITBA2,DXS9879E,DXS9951E,ESO3,CVG5,Pcc1
BRINP2	DBCCR1L2,FAM5B
MSANTD2	C11orf61,FLJ23342
MLANA	MART1
TPD52L2	hD54,D54,TPD54
IKZF5	FLJ22973,Pegasus,ZNFN1A5
TARSL2	TARS3
OR5H1	HTPCRX14,HSHTPCRX14
ATP13A2	HSA9947,PARK9,CLN12
MFAP5	MAGP2,MP25
ZAR1	Z3CXXC6
ZBTB26	ZNF481
PTH2	TIP39
L3MBTL2	dJ756G23.3,H-l(3)mbt-l,DKFZP761I141
PRAMEF14	OTTHUMG00000007916
KCNA7	HAK6,Kv1.7
BTN2A2	BTF2,BT2.2,BTN2.2
LHB	CGB4,LSH-B,hLHB
TFF1	pS2,HPS2,pNR-2,HP1.A,BCEI,D21S21
SDR42E1	HSPC105
KRTAP5-9	KRN1,KRTAP5-1,KRTAP5.9
AGPAT6	GPAT4
GSTZ1	MAAI,GSTZ1-1,MAI
LILRA6	CD85b,ILT8,LILRB6
SLC20A1	Glvr-1,PiT-1,GLVR1
PROX2	FLJ36749
SLC22A17	BOCT,NGALR,BOIT
SGCZ	ZSG1
CRYBB3	CRYB3
FOXN2	HTLF
RCOR1	COREST,RCOR,KIAA0071
SAP130	FLJ12761
SNX22	FLJ13952
KCNT1	KCa4.1,KIAA1422,Slo2.2,SLACK
LYNX1	SLURP2
SPON2	DIL1
GIMAP6	FLJ22690,IAN6
IFNL3	IL28B,IL28C,IL-28B
CLCF1	NNT1,NR6,CLC,NNT-1,BSF-3,CISS2,BSF3
SCNN1G	ENaCgamma,SCNEG
PPP2CB	PP2Abeta
UFM1	C13orf20,bA131P10.1
TMEM69	FLJ21029,C1orf154
OCM	OCM1
TCFL5	CHA,bHLHe82,Figlb,E2BP-1
NBEA	FLJ10197,KIAA1544,LYST2,BCL8B
SCNN1A	SCNN1,ENaCalpha
C4B	C4B1,CH,C4B3,CO4,CPAMD3,C4F
PRNT	M8
DENND1C	FLJ22757,FAM31C
C2orf50	FLJ25143
METTL14	KIAA1627
DHRS7C	SDR32C2
PLSCR1	MMTRA1B
ZNF623	KIAA0628
CARF	ALS2CR8,NYD-SP24,FLJ21579
SLC12A6	KCC3,ACCPN
C2orf88	smAKAP,MGC13057
OR5L1	OST262
MGAT4D	GnT1IP
SAMD12	FLJ39458
CCDC22	CXorf37,JM1
PTPRT	RPTPrho,KIAA0283
TIGD5	FLJ14926
JMJD6	PTDSR1,KIAA0585,PTDSR
PRAC1	PRAC,C17orf92
SLC35F1	dJ230I3.1,C6orf169
SELL	Leu-8,LYAM1,LNHR,PLNHR,LAM1,CD62L,LAM-1,LSEL,hLHRc,Lyam-1
CCDC169	RP11-251J8.1,C13orf38,LOC728591
BOLA2	My016,BOLA2A
NTNG1	KIAA0976,Lmnt1
PPP1R3E	FLJ00089
C17orf70	FAAP100
APOL4	APOLIV
DPF2	REQ,BAF45d,ubi-d4
MAP4K2	RAB8IP,GCK,BL44
PIDD1	MGC16925,DKFZp434D229,LRDD,PIDD
PNMT	PENT
TNFRSF10D	DcR2,TRUNDD,TRAILR4,CD264
SLC9B1	NHA1,NHEDC1
MYF5	bHLHc2
C9orf92	Em:AL513424.1
DCLRE1A	PSO2,hSNM1,SNM1,KIAA0086
RARRES1	TIG1,LXNL
PDS5A	PIG54,KIAA0648,SCC-112
IMPACT	RWDD5
ZFYVE21	ZF21,MGC2550
ITPKC	IP3KC,IP3-3KC
CDK19	CDK11,bA346C16.3,CDC2L6,KIAA1028
PIGZ	FLJ12768,SMP3,MGC52163
KMT2C	KIAA1506,HALR,MLL3
FAM90A26	FAM90A26P
ZNF432	KIAA0798
ZBED1	KIAA0785,TRAMP,DREF,ALTE,hDREF
TAS2R8	TRB5,T2R8
TOMM40L	TOMM40B,FLJ12770
TTR	HsT2651,PALB,CTS1,CTS
IPO8	IMP8,RANBP8
SLC5A6	SMVT
CENPA	CENP-A,CenH3
FAM178B	LOC51252
SNX14	RGS-PX2
CMPK1	CMPK,UMP-CMPK
DNAH6	DNHL1,HL-2,Dnahc6,FLJ37357
ANKRD62	DKFZp779B1634
DPY19L2	FLJ32949,SPATA34
C11orf65	MFI,MGC33948
SLC38A10	MGC15523,PP1744
CLCN1	CLC1,ClC-1
POMK	SgK196,FLJ23356
APOL3	CG12-1,APOLIII
BMPR1B	CDw293,ALK6
C11orf68	P5326,BLES03
HDAC2	KDAC2,RPD3,YAF1
GPR37	PAELR,hET(B)R-LP,EDNRBL
C15orf48	NMES1,MIR147BHG,COXFA4L3
ZNF345	HZF10
LMO3	RBTNL2,Rhom-3,DAT1
MKLN1	TWA2
SNX17	KIAA0064
SPACA3	ALLP17,CT54,SLLP1,LYZL3,LYC3
FUT5	FUC-TV
ARMCX6	GASP10,FLJ20811
ASPHD2	FLJ39838
PREPL	KIAA0436
CD46	MGC26544,TRA2.10,MCP,TLX,MIC10
ADAT3	TAD3
PLGRKT	AD025,MDS030,C9orf46,FLJ14688,Plg-RKT
DEFB118	dJ1018D12.3,C20orf63,DEFB-18,ESC42
NOMO1	PM5
TSG101	VPS23,TSG10
C6orf62	DKFZP564G182,FLJ12619,XTP12
OR2L2	OR2L4P,HSHTPCRH07,OR2L12,HTPCRH07
GGT5	GGTLA1,GGT-REL
SAR1A	SARA1,SAR1,Sara
CCDC130	MGC10471
FAM124B	FLJ22746
USH1C	harmonin,DFNB18,NY-CO-38,AIE-75,PDZD7C,PDZ-73,PDZ73,NY-CO-37
STRN3	S/G2NA,PPP2R6B,SG2NA
CPLX3	CPX-III
MIXL1	MILD1,MIXL
LSM14A	C19orf13,RAP55,FAM61A,RAP55A,DKFZP434D1335
RCN3	RLP49
CER1	DAND4
PAPPA2	PAPPE,PLAC3,PAPP-A2
EIF2AK4	GCN2,KIAA1338
HIST1H3H	H3C10,H3FK
HAS1	HAS
COA1	C7orf44,MITRAC15,FLJ10803
MICAL2	KIAA0750
AKAP11	PPP1R44,DKFZp781I12161,AKAP220,FLJ11304,PRKA11,KIAA0629
CHID1	FLJ42707,SI-CLP,MGC3234
SEC24D	KIAA0755
AGBL3	CCP3,MGC32955
POM121L1P	POM121L1
CST8	CRES,CTES5
FAM189A2	X123,C9orf61
FIBIN	MGC24932
ADAM19	MLTNB
ABCC1	MRP,MRP1,GS-X
OR1M1	OR19-6
EYA3	DKFZp686C132
KRTAP11-1	KAP11.1
LGI1	IB1099,EPITEMPIN,EPT,ETL1
CCDC71	FLJ12800
TEAD4	TEFR-1,EFTR-2,TEF-3,TCF13L1,RTEF-1
CT47A6	CT47.6
MYRFL	C12orf15,C12orf28,FLJ25056,bcm1377
XYLT2	XT-II,PXYLT2
ZNF595	FLJ31740
USP19	KIAA0891,ZMYND9
NADK	FLJ13052
OR2T7	OST723,OR2T7P
RTP5	CXXC11,Z3CXXC5,C2orf85,FLJ33590
STAC3	MGC2793
CNR1	CB1,CNR,CB1K5,CB1A,CB-R,CANN6
DENND2A	KIAA1277,FAM31D
SRSF3	SFRS3,SRp20
FCGR2B	CD32B,CD32,FCGR2,FCG2
RNF152	FLJ39176
SPACA4	SAMP14
CDX2	CDX3
LCE2A	LEP9
EIF4ENIF1	Clast4,FLJ21601,4E-T,2610509L04Rik
KIAA1683	IQCN
ZNF529	KIAA1615
SCN4B	LQT10
SLC43A2	MGC34680
DUSP14	MKP-L,MKP6
FOXD4L4	bA460E7.2,OTTHUMG00000066752,OTTHUMG00000013337,FOXD4L2
FCGR3A	CD16,FCGR3,FCG3,CD16a
GPR85	SREB2
ABCA8	KIAA0822
FMOD	SLRR2E
GSE1	KIAA0182
C6orf211	ARMT1
CERS4	LASS4,FLJ12089,Trh1
C4orf17	DKFZP434G072
CYSLTR2	CYSLT2R,CysLT(2)
OR6B1	OR7-3
SDCBP	SYCL,MDA-9
PLD4	C14orf175
ANKRD6	KIAA0957
COX6B2	CT59,FLJ32865,COXVIB2
CHIT1	CHIT,CHI3
LOR	LORICRIN
DNAJC9	SB73,JDD1
C12orf76	FLJ40142
NLRP4	PYPAF4,PAN2,RNH2,FLJ32126,NALP4,CLR19.5,CT58
GJB7	bA136M9.1,CX25
TXLNG	TXLNGX,FLJ11209,LSR5,CXorf15,FIAT,MGC126625,MGC126621
TAAR2	GPR58
GPRIN2	KIAA0514,MGC15171
PPAP2C	PLPP2
FGF17	FGF-13
B3GNT8	B3GALT7,beta3Gn-T8,BGALT15
GPR61	BALGR
NACC2	MGC23427,BTBD31,BEND9,BTBD14A
RP1L1	DCDC4B
MAPK15	ERK8,ERK7
MAPK13	PRKM13,p38delta,SAPK4
NOG	SYM1,SYNS1
DEFB114	DEFB-14
GP1BB	GPIbbeta,CD42c
PROSER2	MGC35403,C10orf47
SLC18B1	dJ55C23.6,C6orf192
WDR25	C14orf67,MGC4645
TSPAN32	TSSC6,PHEMX
CST9L	bA218C14.1,CTES7B
ZNF512B	MGC149845,MGC149846,GM632
DXO	DOM3Z
EPS15	MLLT5,AF-1P
GJB6	ED2,CX30,HED,DFNA3,EDH
NCK2	NCKbeta
ADPRHL2	ADPRS
ERICH6	MGC39662,ERICH6A,C3orf44,FAM194A
C19orf18	MGC41906
CAMKK1	DKFZp761M0423,MGC34095,CAMKKA
PCBD1	PCBD,DCOH,PCD
ICAM4	LW,CD242
ABHD3	LABH3
SAGE1	SAGE,CT14
AK3	AKL3L1,AK6,AK3L1
STX5	SED5,STX5A
HIST1H2BG	H2BFA,H2BC8
MPC1	BRP44L,CGI-129,SLC54A1,dJ68L15.3
FAM124A	FLJ30707
TCF21	POD1,bHLHa23
EXOSC6	p11,EAP4,Mtr3p,MTR3,hMtr3p
TRIP13	16E1BP
LNP1	NP3
PRB2	Ps,PRPPRB1,cP7
RBBP4	NURF55,RbAp48,lin-53
SMC6	FLJ22116,SMC6L1
PTK2	FAK1,PPP1R71,FAK,FADK
GJC3	CX30.2,GJE1
EPB41	EL1,4.1R
MEX3A	RNF162,RKHD4
CRNN	C1orf10,SEP53
ELOVL1	Ssc1
CCL1	SCYA1,SISe,TCA3,P500,I-309
PRLHR	PrRPR,GPR10
FA2H	FAXDC1,FLJ25287,FAAH,SPG35
HSDL1	SDR12C3
NKPD1	FLJ33600
ARMC5	FLJ13063
MTMR14	hEDTP,FLJ22405,hJumpy,C3orf29,FLJ90311
PRKCB	PKCβ,PRKCB2,PKCB,PRKCB1
FLT1	FLT,VEGFR1
RBL1	PRB1,cp107,p107
SPATS1	FLJ25442,SRSP1,SPATA8
KRTAP12-1	KAP12.1,KRTAP12.1
CES1	CES2,CES1A2,SES1,CES1A1,CEH,HMSE1,HMSE
OR4K15	OR4K15Q
THBS2	TSP2
IL23R	IL-23R
RICTOR	KIAA1999,MGC39830,PIA,AVO3
PLBD2	p76
RNF24	G1L
KCND3	SCA22,SCA19,KSHIVB,Kv4.3
PJA1	RNF70,FLJ11830
COBL	KIAA0633
KRT40	FLJ36600,KA36
SLC6A15	NTT73,hv7-3,SBAT1,FLJ10316,V7-3
KIAA0922	TMEM131L
MAZ	Pur-1,ZF87,ZNF801,Zif87
CDT1	RIS2,DUP
EIF3G	eIF3-delta,EIF3S4,eIF3-p44
CPNE4	COPN4,CPN4
HMGN4	HMG17L3,NHC
RNF139	TRC8,HRCA1,RCA1
AIM2	PYHIN4
USP5	IsoT
RGS18	RGS13
GIMAP4	IMAP4,IAN1,FLJ11110,HIMAP4
KMT2A	TRX1,HTRX1,CXXC7,ALL-1,MLL,MLL1A,HRX
GNGT1	GNG1
BTBD10	GMRP-1,MGC13007,GMRP1
TEX261	TEG-261,MGC32043
NFE2L3	Nrf3
LRIG2	KIAA0806
RAX2	CORD11,MGC15631,RAXL1,ARMD6
CNOT3	NOT3,KIAA0691,LENG2,NOT3H
SRSF6	B52,SFRS6,SRP55
